Year	Vol	Source	OCR	Ref	ID	Pages	Tokens
1792	1	Bavarian State Library	Google (internal)	https://app.digitale-sammlungen.de/bookshelf/bsb10501991	bsb10501991	548	560432
1792	2	Bavarian State Library	Google (internal)	https://app.digitale-sammlungen.de/bookshelf/bsb10501992	bsb10501992	546	549568
1792	3	Bavarian State Library	Google (internal)	https://app.digitale-sammlungen.de/bookshelf/bsb10501993	bsb10501993	522	537294
1792	4	Bavarian State Library	Google (internal)	https://app.digitale-sammlungen.de/bookshelf/bsb10501994	bsb10501994	540	551064
1793	1	Bavarian State Library	Google (internal)	https://app.digitale-sammlungen.de/bookshelf/bsb10501995	bsb10501995	522	670624
1793	2	Bavarian State Library	Google (internal)	https://app.digitale-sammlungen.de/bookshelf/bsb10501996	bsb10501996	558	717331
1793	3	Bavarian State Library	Google (internal)	https://app.digitale-sammlungen.de/bookshelf/bsb10628808	bsb10628808	538	545650
1793	4	Bavarian State Library	Google (internal)	https://app.digitale-sammlungen.de/bookshelf/bsb10628809	bsb10628809	504	509660
1794	1	Bavarian State Library	Google (internal)	https://app.digitale-sammlungen.de/bookshelf/bsb10541097	bsb10541097	442	476033
1794	2	Bavarian State Library	Google (internal)	https://app.digitale-sammlungen.de/bookshelf/bsb10541098	bsb10541098	426	583775
1794	3	Bavarian State Library	Google (internal)	https://app.digitale-sammlungen.de/bookshelf/bsb10541099	bsb10541099	426	458657
1794	4	Bavarian State Library	Google (internal)	https://app.digitale-sammlungen.de/bookshelf/bsb10541100	bsb10541100	384	406753
1794	IB	Bavarian State Library	Google (internal)	https://app.digitale-sammlungen.de/bookshelf/bsb10541059	bsb10541059	614	598869
1795	1	Bavarian State Library	Google (internal)	https://app.digitale-sammlungen.de/bookshelf/bsb10502000	bsb10502000	540	544857
1795	2	Bavarian State Library	Google (internal)	https://app.digitale-sammlungen.de/bookshelf/bsb10502001	bsb10502001	558	565542
1795	3	Bavarian State Library	Google (internal)	https://app.digitale-sammlungen.de/bookshelf/bsb10502002	bsb10502002	506	500017
1795	4	Bavarian State Library	Google (internal)	https://app.digitale-sammlungen.de/bookshelf/bsb10502003	bsb10502003	550	535979
1795	5	Bavarian State Library	Google (internal)	https://app.digitale-sammlungen.de/bookshelf/bsb10502004	bsb10502004	578	589120
1796	1	Bavarian State Library	Google (internal)	https://app.digitale-sammlungen.de/bookshelf/bsb10502005	bsb10502005	636	633860
1796	2	Bavarian State Library	Google (internal)	https://app.digitale-sammlungen.de/bookshelf/bsb10502006	bsb10502006	622	626072
1796	3	Bavarian State Library	Google (internal)	https://app.digitale-sammlungen.de/bookshelf/bsb10502007	bsb10502007	684	686237
1796	4	Bavarian State Library	Google (internal)	https://app.digitale-sammlungen.de/bookshelf/bsb10502008	bsb10502008	690	705572
1797	1	Bavarian State Library	Google (internal)	https://app.digitale-sammlungen.de/bookshelf/bsb10502009	bsb10502009	608	596020
1797	2	Bavarian State Library	Google (internal)	https://app.digitale-sammlungen.de/bookshelf/bsb10502010	bsb10502010	616	617180
1797	3	Bavarian State Library	Google (internal)	https://app.digitale-sammlungen.de/bookshelf/bsb10502011	bsb10502011	638	631107
1797	4	Bavarian State Library	Google (internal)	https://app.digitale-sammlungen.de/bookshelf/bsb10502012	bsb10502012	644	644486
1798	1	Bavarian State Library	Google (internal)	https://app.digitale-sammlungen.de/bookshelf/bsb10502013	bsb10502013	690	660967
1798	2	Bavarian State Library	Google (internal)	https://app.digitale-sammlungen.de/bookshelf/bsb10502014	bsb10502014	592	707836
1798	3	Bavarian State Library	Google (internal)	https://app.digitale-sammlungen.de/bookshelf/bsb10502015	bsb10502015	582	553313
1798	4	Bavarian State Library	Google (internal)	https://app.digitale-sammlungen.de/bookshelf/bsb10502016	bsb10502016	668	825446
1799	1	Bavarian State Library	Google (internal)	https://app.digitale-sammlungen.de/bookshelf/bsb10628810	bsb10628810	612	586215
1799	2	Bavarian State Library	Google (internal)	https://app.digitale-sammlungen.de/bookshelf/bsb10628811	bsb10628811	616	589307
1799	3	Bavarian State Library	Google (internal)	https://app.digitale-sammlungen.de/bookshelf/bsb10628812	bsb10628812	626	609870
1799	4	Bavarian State Library	Google (internal)	https://app.digitale-sammlungen.de/bookshelf/bsb10628813	bsb10628813	634	608326
1800	1	Bavarian State Library	Google (internal)	https://app.digitale-sammlungen.de/bookshelf/bsb10502017	bsb10502017	596	560613
