Year	Volume	Source	XML URL	Pages	Tokens
1837	5	University of Michigan	https://raw.githubusercontent.com/JULIELab/alz/master/v1_201901/xml/allgemeineliter10unkngoog.xml	428	369630
1838	1	unknown library	https://raw.githubusercontent.com/JULIELab/alz/master/v1_201901/xml/bub_gb_PRU4AAAAMAAJ.xml	329	315385
1838	2	University of Michigan	https://raw.githubusercontent.com/JULIELab/alz/master/v1_201901/xml/allgemeineliter96unkngoog.xml	326	331041
1838	3	University of Michigan	https://raw.githubusercontent.com/JULIELab/alz/master/v1_201901/xml/allgemeineliter55unkngoog.xml	330	318909
1838	4	University of Michigan	https://raw.githubusercontent.com/JULIELab/alz/master/v1_201901/xml/allgemeineliter83unkngoog.xml	458	465146
1838	5	University of Michigan	https://raw.githubusercontent.com/JULIELab/alz/master/v1_201901/xml/allgemeineliter226unkngoog.xml	366	304833
1839	4	University of Michigan	https://raw.githubusercontent.com/JULIELab/alz/master/v1_201901/xml/bub_gb_Chg4AAAAMAAJ.xml	458	392834
1839	5	University of Michigan	https://raw.githubusercontent.com/JULIELab/alz/master/v1_201901/xml/bub_gb_Yxg4AAAAMAAJ.xml	322	245923
1839	1_2_3	Oxford University	https://raw.githubusercontent.com/JULIELab/alz/master/v1_201901/xml/allgemeineliter355unkngoog.xml	977	814038
1840	1	University of Michigan	https://raw.githubusercontent.com/JULIELab/alz/master/v1_201901/xml/allgemeineliter30unkngoog.xml	310	263498
1840	3	University of Michigan	https://raw.githubusercontent.com/JULIELab/alz/master/v1_201901/xml/bub_gb_rzA4AAAAMAAJ.xml	340	290239
1840	4_5	Oxford University	https://raw.githubusercontent.com/JULIELab/alz/master/v1_201901/xml/allgemeineliter13jahrgoog.xml	729	617648
1841	4	University of Michigan	https://raw.githubusercontent.com/JULIELab/alz/master/v1_201901/xml/bub_gb_mxs4AAAAMAAJ.xml	444	373859
1841	1_2	University of Michigan	https://raw.githubusercontent.com/JULIELab/alz/master/v1_201901/xml/bub_gb_-hk4AAAAMAAJ.xml	620	528208
1841	3_5	University of Michigan	https://raw.githubusercontent.com/JULIELab/alz/master/v1_201901/xml/allgemeineliter136unkngoog.xml	576	500609
1842	4	University of Michigan	https://raw.githubusercontent.com/JULIELab/alz/master/v1_201901/xml/allgemeineliter42unkngoog.xml	430	363665
1842	1_2	University of Michigan	https://raw.githubusercontent.com/JULIELab/alz/master/v1_201901/xml/allgemeineliter46unkngoog.xml	618	530801
1842	3_5	University of Michigan	https://raw.githubusercontent.com/JULIELab/alz/master/v1_201901/xml/allgemeineliter23unkngoog.xml	618	554854
1843	4	University of California	https://raw.githubusercontent.com/JULIELab/alz/master/v1_201901/xml/bub_gb_qsaEAAAAIAAJ.xml	794	726354
1843	3_5	University of Michigan	https://raw.githubusercontent.com/JULIELab/alz/master/v1_201901/xml/bub_gb_7R44AAAAMAAJ.xml	678	627615
1844	2	Princeton University	https://raw.githubusercontent.com/JULIELab/alz/master/v1_201901/xml/bub_gb_Fy9RAAAAYAAJ.xml	1022	947895
1845	1	University of Illinois Urbana-Champaign	https://raw.githubusercontent.com/JULIELab/alz/master/v1_201901/xml/allgemeinelitera1845unse.xml	604	494164
1845	2	Harvard University	https://raw.githubusercontent.com/JULIELab/alz/master/v1_201901/xml/bub_gb_s4crAAAAYAAJ.xml	802	725440
1846	1	New York Public Library	https://raw.githubusercontent.com/JULIELab/alz/master/v1_201901/xml/allgemeineliter201unkngoog.xml	565	466403
1846	2	New York Public Library	https://raw.githubusercontent.com/JULIELab/alz/master/v1_201901/xml/allgemeineliter77unkngoog.xml	586	477085
1846	3	Oxford University	https://raw.githubusercontent.com/JULIELab/alz/master/v1_201901/xml/allgemeineliter00jahrgoog.xml	317	307328
1847	2	University of Illinois Urbana-Champaign	https://raw.githubusercontent.com/JULIELab/alz/master/v1_201901/xml/allgemeinelitera1847unse.xml	908	804936
1848	1	Oxford University	https://raw.githubusercontent.com/JULIELab/alz/master/v1_201901/xml/allgemeineliter253unkngoog.xml	595	489574
1849	1_2_3	Princeton University	https://raw.githubusercontent.com/JULIELab/alz/master/v1_201901/xml/bub_gb_gR5RAAAAYAAJ.xml	1311	1101148
				128024	126648292
